V_bus,I_total,CPU_load,RAM_usage,MCU_temp
28.074507122951683,1.066241086251281,12.275269812860618,138.69517273596563,32.8844588470361
27.979260354824323,1.0927740664642243,6.281045452440825,122.23285255315547,28.022257905432575
28.097153280715105,1.060379003950002,19.586920850418533,135.11075283712333,34.049584117781656
28.228454478461202,1.0846019235180482,12.770156470641469,125.47875390759303,30.89339494297274
27.9648769937915,1.0053192666523108,14.21279366478517,137.21925525095224,33.02985162012976
27.964879456457624,1.110664685368647,8.54914674061261,139.1221383678355,33.11161067102343
28.23688192232611,1.1000602737681113,12.252471276602057,136.7012776965856,30.68495437157106
28.115115209372938,1.0591455684465905,11.437242379374828,142.14886531434922,32.990689928527324
27.929578842109755,1.1329622834216204,6.1234376300297555,130.06827732722704,31.421760138631463
28.081384006537895,1.146878506881328,6.592405303212008,142.95319774899392,28.892934230992765
27.93048734607813,1.0196220067815513,17.562087794281616,132.9830124512458,33.75161288829167
27.930140536964462,1.0618637610716894,8.597299283098854,134.5255349496779,30.83743255547564
28.036294340734905,1.0615428825106352,7.924374072479458,139.44306381783215,30.71825980589292
27.71300796330133,1.0530048449445568,12.573671768752089,120.55075151997671,31.395401197944917
27.741262325123046,1.1414737420965875,16.531206970437694,139.61982664260745,32.40835508799108
27.915656870613855,1.09030869306136,5.929197778684819,138.55755447216347,31.914094383766848
27.848075331949836,1.0867742579344695,13.652118794573838,129.2954135025984,32.82210038706076
28.04713709988929,0.9998068817796624,6.7881566426086,122.57382854698469,29.990765950207013
27.86379638867182,1.1317709015104613,5.546915762384277,122.72806349739123,30.8864204443539
27.788154444799705,1.0380370802573264,5.791159282433261,147.69671240955685,31.8260043915177
28.21984731533823,1.1029966315133164,17.51246162312662,140.6783796367751,34.846830938988056
27.96613355492702,1.1138688468979097,6.769587254420923,123.81307841312221,31.829281192379362
28.01012923070319,1.1680329297919327,5.677270466184379,130.70169507926718,33.627833395492445
27.786287772067983,1.0345589800440445,11.568498307143685,137.77448981704788,32.05783275317648
27.918342591321224,0.9490243922089588,17.659902079130372,145.06715115271948,31.274512043843647
28.01663838845648,1.1091924772376849,8.93612564733953,121.30982786139026,31.62991336382834
27.827350963386653,1.1900255590755429,11.325689262888746,127.09899394410027,31.74737043195668
28.05635470275185,1.161947317646972,5.5988379884562685,146.6924697088614,32.905468608441105
27.90990419651218,1.1104829707637314,11.736177712023139,120.2749665055145,34.06191690136483
27.95624593753101,1.0754181907183977,13.664196209557005,126.04197308381663,32.53952127152948
27.90974400816559,1.1403561298318656,13.563605806282172,148.77072527918898,33.78061651811263
28.27784172767634,1.0513226900147767,9.986400382615479,138.40205539566514,30.55281539355547
27.99797541628931,1.1238178884678112,9.732997709947032,127.85014099912519,31.378054236778954
27.841343360656616,1.1252735079583314,6.599354284048968,122.00973283187543,30.9135461986885
28.123381736815478,1.153010495374944,10.501974809694026,120.84574021341666,32.47166688631228
27.816873452504346,1.237983001945554,6.49242003309447,127.34235238910782,31.46156242223088
28.031329539250713,1.1196207983589384,16.498939170680774,146.44457458766732,33.09465940555129
27.706049481418034,1.0745518187146252,19.49411446622279,132.47740962892527,30.603497432551336
27.800772092665234,1.0987212843904004,19.551116850000604,141.61000107497978,32.06454645998192
28.02952918538037,1.0115462047555441,17.976066490630906,147.54855106139874,33.03028686651838
28.110769986999312,1.065264343445547,14.011882240094288,132.2412138480845,28.902045837439083
28.025705242178496,1.079535878094345,15.512985458658198,125.73832113112191,35.18244696099531
27.982652757641763,1.0737955801032704,9.278087040206211,135.5135379257076,31.575272172680187
27.954834445661607,1.1076177436016863,14.46155630258931,147.24251061179564,28.962440129485742
27.778221701444885,1.0588790033808901,11.834743241598161,144.131232424131,32.23714084786518
27.892023368740794,1.1560515333662236,12.230260096653987,121.97489530089462,32.05016520195973
27.93090418435603,1.10001035324591,16.36664840562737,140.77718400232746,31.87715843064126
28.158568333932838,1.0995349839430695,9.228775333958776,137.15692567376863,33.48678666939
28.05154274343527,1.083605264174354,9.770594175417799,147.22389529039276,33.12116745714059
27.73554397669559,1.1077595341929491,18.86962686692955,123.67444250550892,32.44681428653577
28.04861259540922,1.1412549132333818,5.843364422764584,136.0210833961397,32.67523345091997
27.942237657937554,1.0566434892144552,12.284514476200105,146.38388080535677,31.84346232584287
27.898461699954105,1.0670941755462373,18.692012006117928,132.3007136022523,34.66323627386007
28.09175144332613,1.084813698561167,14.155445117272356,134.45984753198601,29.78120597246335
28.154649928374393,1.0327064538263393,13.196106113181981,122.11382033000875,32.20947751132385
28.13969201786743,1.0590371070139253,8.746162688440329,128.3443092134673,32.09753694678317
27.874117371516604,1.0761889563227671,10.149132335966724,129.7351994750684,33.21992060909689
27.953618143622318,1.1437194590356365,17.780726237070393,148.35367346234662,30.734219183862653
28.049689514710536,1.1131280664500964,13.388271976526871,128.48002081623477,29.384491096405196
28.146331769068354,1.1096794955683773,12.721132906351698,133.82606205808955,32.23523452414729
27.928123864323208,1.1425448981083988,6.493695703100434,140.1391327069284,32.4218457383279
27.972151153500427,1.0931314105800303,5.240422346826847,124.86550117223632,34.234399114171474
27.834049753899095,1.1195232424964445,19.455277830305736,134.59327161425622,30.094456930512372
27.8205690063879,1.0948389123533753,10.654792509302624,142.15617118427724,33.73204065007508
28.12187887335913,1.1132681174699814,14.048195931492565,146.005656390812,35.55112154604068
28.203436004285624,1.070862067119421,6.195726097809275,138.7877782398728,31.433352668716285
27.98919848176295,0.9780591420861786,15.246714285845698,140.07160545950845,30.063586670760163
28.150529934683803,1.093286041890685,18.988500630589414,123.78850417753706,31.389538450439943
28.054245403757147,1.1711374068049971,13.634978794961295,148.3732949173904,32.02100745105707
27.903232036809232,1.1463107701120796,6.891729835631159,123.97722232453447,32.84568181251037
28.05420934082626,1.1482698742295587,13.725822912102151,143.24018811545395,31.112907905242928
28.230705484969896,1.161806536090311,16.495208196569784,127.94448965334956,34.33279780122101
27.99462609413351,1.104432879548072,11.09624804861028,148.00779431103754,30.328201527487906
28.2346965483721,1.1098657853702798,18.197566219122017,141.5987861810844,29.3911922717408
27.60703823438654,1.0691174052282826,14.730244300360468,142.61441138935106,33.66006563643098
28.123285375656284,1.0841963571986477,18.488733774338037,126.5717751917965,28.5880684531907
28.013057060235727,1.1307885574885572,14.352579668710058,133.29119929905482,31.693805346690926
27.95514889743012,1.160194221858441,6.969319580072364,138.5343958376786,36.67652169381207
28.013764116480324,1.09302768621595,9.645375666577838,143.09920854619804,31.981934670560104
27.701864662809864,1.0774905367574295,8.026924223786853,123.11878127737168,30.318848523955626
27.967049216824375,1.10002639794283,18.632397465752934,148.87095949363584,31.91390380431981
28.053566885726763,1.1300603374464557,16.40600100931224,146.70662011663669,31.9237988170707
28.221684106711226,1.027807259193323,15.145975533650091,128.11045771486752,32.24097491052967
27.922259467258954,0.9851909523431381,9.514494794474325,144.68280729096995,32.99339447323943
27.878725959566022,1.072473157525421,7.760671580753202,135.5497176911947,30.44133324744839
27.92473644346232,1.0389643787042921,16.346766319833677,133.85419444686056,34.53132208285519
28.13731031765531,1.0745929901176345,12.112369188186195,129.43302317434217,32.36767142655893
28.04931266644895,1.0926109840591265,8.386843282259438,137.42905759894776,33.0901910696027
27.920535969434944,1.0773375795488493,14.249329672479126,141.89667353110792,31.057775900366536
28.076990114967003,1.1726233767235374,5.60500778207678,132.32798714888276,33.9295732054933
28.014561632402206,1.116337238230116,9.892553811923802,138.87657579024875,31.614421386780403
28.145296748579934,1.1150237179805416,12.02835491886702,140.9793876346591,32.4163287702403
27.894692035918396,1.1311103572021701,7.2193750116410875,141.3336545104586,30.600340884219335
