V_bus,I_total,CPU_load,RAM_usage,MCU_temp
27.985764115729804,0.9460272568716134,12.877629958134339,139.2283898336496,29.271062149090586
28.20572217375815,1.1377611626591877,15.955220395480708,133.26952676469972,28.517149243689445
28.028326194110605,1.053553311209615,15.313633736542812,135.34432676259632,30.46105578697248
28.132981197825654,1.030331378189139,11.932999070461873,134.07342626417724,31.37663836061729
27.98453781489526,1.136996310406407,17.76768267771698,132.05319749544554,31.389980232194617
27.99309691408699,1.0075107432168569,17.665681829840505,134.47996709823963,29.664936991298298
28.075518048507792,1.1356235523989808,10.925346810715249,130.66021646212144,29.81120335796934
28.08256466485126,1.14525403228505,15.901638707947624,138.82933760587505,29.391839166324115
27.98869307902987,1.1251325863905952,16.378807737546254,138.2114273910714,31.249906912180517
27.76321624052719,1.1104779528189757,11.001888938786738,133.86851717320025,29.847692581233613
27.983295056739347,1.0943911706575382,12.183598377081427,134.25055616313125,30.70664671532249
28.068539796751274,1.075809586134676,17.30974712795672,135.0785797060428,30.03711206807832
28.00235001084849,1.0459011777983316,12.306025454920597,137.8595714618919,30.924537650160254
28.04562012794911,1.2184287165545626,11.909433219820212,139.860309346955,31.672360623412544
28.027049278206643,1.0777695288086915,10.992727548682668,131.6523994507295,29.842618747989
27.856499185613355,1.0538269702871432,15.27648556566133,138.75390522689997,30.261686849760085
28.08828171461848,1.0953375063861137,19.93960401319748,132.3898086919892,29.97585444056212
27.94199183360597,1.1288790093111423,14.820936725997244,138.8323616390767,29.838962506545364
27.94984346960504,1.1510385597378763,17.950574135650776,131.75764189627375,29.311092340015904
28.059095329445753,1.0885990226305322,18.310839859462433,135.54409737511943,28.754362455598972
22.0,5.5,15.177463820001908,137.1447906989766,27.50382041443976
22.0,5.5,11.61966617339218,137.17549362955054,30.004018320477368
22.0,5.5,11.464736884324392,135.47204114412187,29.855256432614404
22.0,5.5,17.32269202888639,139.95129032141134,30.79267038207494
22.0,5.5,17.841476681640227,136.3522742831267,29.698077500537202
22.0,5.5,14.20994440917697,138.13246989352587,28.238088422284953
22.0,5.5,15.433744436158618,132.2202651912788,30.669075897619063
22.0,5.5,14.607207484535255,130.98988316966125,32.35401443016125
22.0,5.5,14.200432043979713,136.95320039722927,29.581557843561544
22.0,5.5,18.267066139631964,135.5021893516234,30.796297015331277
22.0,5.5,13.965196845099026,131.92277779221666,31.108184175020494
22.0,5.5,16.762770030913813,131.68018113185835,28.919626979310703
22.0,5.5,10.585845335445272,139.32723946532917,29.045928867746877
22.0,5.5,11.24512981794994,130.28351186738357,30.530885774261353
22.0,5.5,12.30756991072219,133.64220133443285,29.296236459788602
22.0,5.5,16.030190971309977,130.0679361740487,28.596187293539842
22.0,5.5,14.09961294193582,132.85594122024733,30.283944579084423
22.0,5.5,17.247993792642962,138.33670866294108,32.2611661780328
22.0,5.5,12.374675784037482,132.68990162347464,28.413213821836944
22.0,5.5,19.691967756209117,132.97086311480282,29.11043045653602
22.0,5.5,16.00281968011525,133.76319283660962,30.452765036009225
27.947121519690075,1.1022326423083084,18.954279212401264,137.1212126729281,29.35539274572702
28.17634779174486,1.0574141746296708,11.271827461738262,132.18478429100037,29.533974634347366
27.887839217249468,1.0091603354881755,12.462163773061786,134.57145715654548,29.72204040280539
27.880806583317096,1.0890830764996842,14.778767195383917,130.28261147542906,29.548100652290138
28.055273191775058,1.0525170859677282,15.856057595968364,134.12107492726545,29.716124429146376
27.918401905113438,1.1258782146246424,16.632472689035072,130.58767903048044,29.361878812450133
27.950335315077176,1.164699074366931,10.155251130459892,133.23891950082265,30.77299414454593
28.108622556330676,1.138000047302826,18.23516475391564,131.01317278943253,29.556538083286647
27.902532472332183,1.1218223479542029,17.537479711277918,139.74063145227709,29.290628016275466
27.971786418208943,1.1682816818933772,19.828952993713596,130.15102072364132,30.179822997347557
27.988278585006228,1.050959045022339,12.557268442174266,136.03571785229664,30.682571454393322
28.03785472663608,1.071174004747172,16.79862946409866,130.78699429408596,30.31852740695903
28.073219464717827,1.1092754971399186,16.86787095647289,133.7685196903852,30.477442278988814
27.989642896538314,1.0802163351714003,15.030341264487245,137.92447963181982,31.242504178284637
27.880129371984253,1.1072588682726112,11.279380606813213,132.6990796854255,27.93504149476968
28.101003557627926,1.0810945984433449,12.597852093887342,138.471017287407,28.75799559952877
28.287536032987422,1.0868878878475643,19.98241236289162,134.63854612028973,29.016181578214415
28.08203126436149,1.078633795647951,19.464559827623617,131.46681776928662,28.700486151763478
28.05606115059345,1.137200595632279,17.471044760354566,132.3461222903844,30.096131434982766
